ground.truth,V,V.1,V.2,V.3,V.4,V.5,V.6,V.7,V.8
nominal,0.9648484779596,-0.264607900584246,0.000249471088424276,0.0731097625637697,-0.198777961285512,0.43629166551937,-0.0211775684257397,0.221767578497091,-0.414816076996764,-0.465854822556949
nominal,0.974695006563295,0.0622407102502456,-0.0125779430326821,-0.937811698014425,-0.00711012151427251,0.528627178228995,-0.14066413913387,-0.693464532753548,-0.975091156541554,-0.465854822556949
nominal,0.976527007976259,-0.91830512225323,0.000249471088424276,-1.05013630474534,-0.00711012151427251,-0.394727948867251,-0.0395601177654521,0.221767578497091,-0.0412993573002382,-0.153525846620028
nominal,0.964189902832623,-0.754880816835984,0.0643865416939562,1.87030347025834,-0.00711012151427251,0.159285127390496,-0.00739065642095547,1.97596245839415,0.565665312206617,-0.543937066541179
nominal,0.961250464874043,-0.264607900584246,0.000249471088424276,-0.713162484552604,0.102414358355007,0.43629166551937,-0.00739065642095547,-0.235848477128229,-0.741643206731225,-0.465854822556949
nominal,0.959947003884118,-0.91830512225323,0.000249471088424276,-1.05013630474534,-0.00711012151427251,-0.302392436157627,0.135074100961815,0.145498235892871,-0.13467853722437,-0.231608090604258
nominal,0.967935885678153,4.39298480380726,0.000249471088424276,1.87030347025834,-0.171396841318192,1.63665333074449,-0.0303688430955959,-2.75273678306748,-0.835022386655356,0.705378837206505
nominal,0.975937829106636,-0.101183595167,0.0259042993306371,-0.825487091283514,-0.144015721350872,0.528627178228995,-0.00739065642095547,-0.464656504940888,-0.881711976617422,-0.543937066541179
nominal,0.974013905394409,0.389089321084738,0.000249471088424276,2.09495268372016,-0.00711012151427251,0.897969229067493,-0.00279501908602738,1.06073034714351,-0.087988947262304,-0.543937066541179
nominal,0.956678900869063,2.51360529150894,0.000249471088424276,-0.151539450898051,0.157176598289647,-3.34946435557524,-0.00739065642095547,-2.52392875525482,3.36704070993056,4.06291532852841
nominal,0.960650473439816,0.0622407102502456,0.000249471088424276,-0.151539450898051,-0.00711012151427251,0.528627178228995,-0.0119862937558836,-0.0833097919197889,-0.601574436845027,-0.465854822556949
nominal,0.954736061487442,-0.91830512225323,0.000249471088424276,-0.713162484552604,-0.00711012151427251,-0.302392436157627,-0.177429237813295,0.45057560630975,0.00539023266182758,-0.231608090604258
nominal,0.966673334596272,0.225665015667492,0.000249471088424276,-0.488513271090783,-0.00711012151427251,0.805633716357868,0.070735178272822,-0.540925847545108,-0.975091156541554,-0.543937066541179
nominal,0.979060102042952,-0.91830512225323,0.000249471088424276,-0.600837877821693,-0.00711012151427251,-0.025385898028753,-0.0165819310908116,0.45057560630975,-0.228057717148501,-0.387772578572719
nominal,0.985496795610043,-0.346320053292869,0.0130768852095307,-0.0392148441671408,-0.00711012151427251,0.43629166551937,0.0201831675886131,0.29803692110131,-0.46150566695883,-0.543937066541179
nominal,0.981519134253536,-0.264607900584246,0.0130768852095307,-0.713162484552604,-0.00711012151427251,0.43629166551937,-0.0395601177654521,-0.312117819732448,-0.741643206731225,-0.465854822556949
nominal,0.965383871445418,-0.91830512225323,0.000249471088424276,-0.713162484552604,-0.00711012151427251,0.0669496146808716,0.015587530253685,0.45057560630975,-0.368126487034699,-0.543937066541179
nominal,0.971110833438057,-0.91830512225323,0.000249471088424276,-0.488513271090783,-0.00711012151427251,-0.394727948867251,-0.0441557551003802,0.52684494891397,0.192148592510091,-0.153525846620028
nominal,0.964612898436916,-0.91830512225323,0.000249471088424276,-0.825487091283514,-0.00711012151427251,-0.856405512415374,0.0845220902776063,0.37430626370553,0.565665312206617,0.314967617285354
nominal,0.964602093887331,-0.346320053292869,-0.0510601853960013,-0.488513271090783,-0.00711012151427251,0.43629166551937,-0.00739065642095547,-0.007040449315569,-0.648264026807093,-0.543937066541179
nominal,0.95640823269869,3.00387820776067,0.000249471088424276,0.410083582756501,0.157176598289647,-1.50275410138275,-0.0579426671051644,-2.52392875525482,1.63952588133413,2.65743493681226
nominal,0.954812906807892,-0.91830512225323,-0.0254053571537885,0.971706616411054,-0.00711012151427251,-1.13341205054425,0.0845220902776063,1.51834640276883,1.54614670141,0.471132105253814
nominal,0.954843273748247,-0.182895747875623,0.000249471088424276,-0.488513271090783,-0.198777961285512,0.528627178228995,0.0109918929187569,-0.159579134524009,-0.788332796693291,-0.543937066541179
nominal,0.96429644275511,2.51360529150894,0.000249471088424276,-0.263864057628962,-0.00711012151427251,-3.34946435557524,0.112095914287175,-2.52392875525482,3.3203511199685,4.06291532852841
nominal,0.963188440130222,0.389089321084738,0.000249471088424276,-0.713162484552604,-0.00711012151427251,0.897969229067493,0.116691551622103,-0.846003217961988,-1.25522869631395,-0.543937066541179
nominal,0.960063820329668,0.552513626501984,-0.0510601853960013,-0.263864057628962,0.0476521184203674,0.897969229067493,-0.00739065642095547,-0.693464532753548,-1.06847033646569,-0.543937066541179
nominal,0.967615734973163,2.26846883338307,0.0130768852095307,-0.488513271090783,0.0202709984530474,-3.44179986828486,0.0339700795933973,-2.4476594126506,3.3203511199685,4.06291532852841
nominal,0.958670154772843,-0.91830512225323,0.0515591275728498,-0.600837877821693,-0.00711012151427251,-1.687425126802,-0.00739065642095547,0.45057560630975,1.49945711144793,1.01770781314343
nominal,0.974127070477255,-0.673168664127361,0.000249471088424276,0.410083582756501,-0.00711012151427251,0.159285127390496,-0.00739065642095547,0.908191661935069,-0.0412993573002382,-0.465854822556949
nominal,0.959088386888783,-0.346320053292869,0.0643865416939562,-1.05013630474534,-0.00711012151427251,0.343956152809745,-0.0993034031195172,-0.388387162336668,-0.788332796693291,-0.465854822556949
nominal,0.961556199784504,-0.591456511418738,-0.0254053571537885,2.5442511106438,-0.0618723614489124,0.159285127390496,-0.090112128449661,2.28103982881103,0.845802851979012,-0.465854822556949
nominal,0.966477401128389,-0.91830512225323,0.000249471088424276,2.09495268372016,-0.00711012151427251,-0.76406999970575,-0.0257732057606678,2.28103982881103,1.63952588133413,0.158803129316893
nominal,0.955196071468444,-0.101183595167,-0.0254053571537885,-0.151539450898051,-0.00711012151427251,0.528627178228995,-0.00739065642095547,0.0692288932886509,-0.601574436845027,-0.543937066541179
nominal,0.966715894863845,-0.91830512225323,0.000249471088424276,-0.600837877821693,0.0750332383876873,-1.22574756325387,0.0201831675886131,0.45057560630975,0.985871621865209,0.549214349238045
nominal,0.96663679152945,-0.182895747875623,0.0387317134517435,-0.151539450898051,-0.00711012151427251,0.528627178228995,0.0569482662680378,0.0692288932886509,-0.648264026807093,-0.543937066541179
nominal,0.9617689400416,-0.91830512225323,0.000249471088424276,-0.937811698014425,-0.00711012151427251,-1.87209615222124,-0.0119862937558836,0.29803692110131,1.59283629137206,1.17387230111189
nominal,0.963868669997257,-0.91830512225323,0.000249471088424276,-1.16246091147625,-0.00711012151427251,-0.671734486996125,-0.0717295791099487,0.0692288932886509,0.145459002548025,0.0807208853326629
nominal,0.976763256903139,0.225665015667492,0.0259042993306371,-0.825487091283514,-0.00711012151427251,0.805633716357868,0.0523526289331097,-0.769733875357768,-1.16184951638982,-0.543937066541179
nominal,0.970689850715533,-0.91830512225323,0.000249471088424276,2.09495268372016,-0.00711012151427251,-0.856405512415374,-0.034964480430524,2.28103982881103,1.73290506125826,0.314967617285354
nominal,0.956658034177621,0.634225779210607,0.000249471088424276,2.43192650391289,0.102414358355007,0.990304741777118,-0.00739065642095547,1.06073034714351,-0.0412993573002382,-0.543937066541179
nominal,0.975723998906041,-0.91830512225323,0.000249471088424276,-1.05013630474534,-0.00711012151427251,-0.302392436157627,0.0385657169283254,0.145498235892871,-0.181368127186436,-0.231608090604258
nominal,0.969067920263089,-0.91830512225323,0.000249471088424276,2.5442511106438,-0.00711012151427251,-0.025385898028753,-0.0763252164448768,2.58611719922791,1.12594039175141,-0.387772578572719
nominal,0.957102392045195,-0.754880816835984,0.000249471088424276,-0.937811698014425,0.129795478322327,0.159285127390496,-0.00739065642095547,0.145498235892871,-0.554884846882962,-0.543937066541179
nominal,0.972197383302659,-0.509744358710115,0.0259042993306371,-1.05013630474534,-0.00711012151427251,0.343956152809745,-0.00739065642095547,-0.159579134524009,-0.741643206731225,-0.543937066541179
nominal,0.978151133070845,-0.91830512225323,0.000249471088424276,1.98262807698925,-0.00711012151427251,-0.487063461576876,-0.0211775684257397,2.20477048620681,1.35938834156173,0.00263864134843261
nominal,0.975591997216101,0.225665015667492,0.000249471088424276,-0.151539450898051,-0.00711012151427251,0.805633716357868,0.015587530253685,-0.312117819732448,-0.835022386655356,-0.543937066541179
nominal,0.970121336160267,4.55640910922451,0.0387317134517435,2.31960189718198,0.102414358355007,1.72898884345411,0.0201831675886131,-2.75273678306748,-0.835022386655356,0.705378837206505
nominal,0.96546036238823,0.0622407102502456,-0.0254053571537885,0.0731097625637697,-0.00711012151427251,0.528627178228995,-0.145259776468798,0.0692288932886509,-0.508195256920896,-0.465854822556949
nominal,0.982898009890995,-0.836592969544607,0.0130768852095307,-0.713162484552604,-0.00711012151427251,0.159285127390496,0.0109918929187569,0.29803692110131,-0.508195256920896,-0.543937066541179
nominal,0.954733841538047,-0.91830512225323,0.000249471088424276,2.20727729045107,0.211938838224287,-0.76406999970575,-0.00739065642095547,2.35730917141525,1.6862154712962,0.236885373301123
nominal,0.965307068968501,-0.509744358710115,-0.0510601853960013,-0.376188664359872,-0.00711012151427251,0.343956152809745,-0.00739065642095547,0.145498235892871,-0.46150566695883,-0.465854822556949
nominal,0.966136533513382,-0.91830512225323,0.000249471088424276,-0.937811698014425,-0.00711012151427251,-0.671734486996125,0.0845220902776063,0.221767578497091,0.238838182472156,0.0807208853326629
nominal,0.970754076222252,-0.101183595167,-0.0638875995171077,0.0731097625637697,-0.00711012151427251,0.528627178228995,-0.00739065642095547,0.145498235892871,-0.508195256920896,-0.543937066541179
nominal,0.955401417892441,-0.91830512225323,0.000249471088424276,-0.713162484552604,-0.00711012151427251,-0.025385898028753,-0.0809208537798049,0.37430626370553,-0.228057717148501,-0.387772578572719
nominal,0.972423840843377,-0.428032206001492,0.000249471088424276,-0.376188664359872,-0.00711012151427251,0.343956152809745,-0.0395601177654521,0.145498235892871,-0.46150566695883,-0.465854822556949
nominal,0.980701150878236,-0.428032206001492,0.000249471088424276,0.0731097625637697,-0.00711012151427251,0.343956152809745,-0.0717295791099487,0.37430626370553,-0.321436897072633,-0.465854822556949
nominal,0.957309405637182,-0.509744358710115,0.000249471088424276,-0.937811698014425,-0.0618723614489124,0.343956152809745,-0.0257732057606678,-0.159579134524009,-0.694953616769159,-0.543937066541179
nominal,0.954734922733338,0.470801473793361,0.0387317134517435,0.410083582756501,0.129795478322327,0.897969229067493,-0.00739065642095547,-0.159579134524009,-0.741643206731225,-0.543937066541179
nominal,0.954733198708063,0.0622407102502456,-0.0125779430326821,2.88122493083653,-0.00711012151427251,0.528627178228995,-0.113090315124301,1.89969311578993,0.612354902168683,-0.465854822556949
nominal,0.967182646426746,-0.0194714424583774,0.000249471088424276,-0.600837877821693,-0.00711012151427251,0.528627178228995,-0.0211775684257397,-0.388387162336668,-0.788332796693291,-0.465854822556949
nominal,0.974388013284066,-0.91830512225323,0.000249471088424276,-0.937811698014425,-0.00711012151427251,-1.50275410138275,-0.0809208537798049,0.221767578497091,1.07925080178934,0.783461081190735
nominal,0.980387928585406,0.389089321084738,0.000249471088424276,0.0731097625637697,-0.00711012151427251,0.897969229067493,0.0018006182489007,-0.312117819732448,-0.881711976617422,-0.543937066541179
nominal,0.962491014561833,-0.591456511418738,0.000249471088424276,-0.937811698014425,0.0476521184203674,0.343956152809745,-0.00739065642095547,-0.0833097919197889,-0.741643206731225,-0.543937066541179
nominal,0.95473636808101,-0.264607900584246,0.0259042993306371,0.297758976025591,-0.00711012151427251,0.43629166551937,0.493533813086206,0.37430626370553,-0.321436897072633,-0.465854822556949
nominal,0.962436369337144,-0.509744358710115,0.0515591275728498,-0.713162484552604,-0.00711012151427251,0.343956152809745,-0.00739065642095547,-0.0833097919197889,-0.648264026807093,-0.465854822556949
nominal,0.954728268348282,0.715937931919229,-0.0125779430326821,0.747057402949233,0.211938838224287,0.990304741777118,-0.00739065642095547,-0.235848477128229,-0.741643206731225,-0.543937066541179
nominal,0.96162753430542,-0.0194714424583774,0.000249471088424276,0.410083582756501,-0.00711012151427251,0.713298203648244,0.135074100961815,0.29803692110131,-0.508195256920896,-0.543937066541179
nominal,0.979489768444517,0.552513626501984,0.000249471088424276,-0.376188664359872,-0.00711012151427251,0.897969229067493,-0.034964480430524,-0.846003217961988,-1.06847033646569,-0.465854822556949
nominal,0.976473839132181,0.0622407102502456,0.0259042993306371,-0.376188664359872,-0.00711012151427251,0.713298203648244,0.015587530253685,-0.312117819732448,-0.835022386655356,-0.543937066541179
nominal,0.971071434236861,-0.91830512225323,0.000249471088424276,-0.937811698014425,-0.00711012151427251,-2.42610922847899,-0.0441557551003802,0.221767578497091,2.05973219099272,1.56428352103304
nominal,0.964775932490061,-0.0194714424583774,0.0259042993306371,-0.713162484552604,-0.00711012151427251,0.528627178228995,-0.00739065642095547,-0.540925847545108,-0.881711976617422,-0.465854822556949
nominal,0.975559348373542,0.634225779210607,-0.0125779430326821,1.19635582987287,-0.00711012151427251,0.990304741777118,-0.00739065642095547,0.221767578497091,-0.554884846882962,-0.543937066541179
nominal,0.975568413736428,-0.264607900584246,-0.0254053571537885,-1.05013630474534,-0.00711012151427251,0.43629166551937,-0.103899040454445,-0.464656504940888,-0.881711976617422,-0.465854822556949
nominal,0.968930153303209,-0.264607900584246,0.0387317134517435,0.18543436929468,0.157176598289647,0.43629166551937,-0.00739065642095547,0.37430626370553,-0.368126487034699,-0.465854822556949
nominal,0.967041077964095,0.225665015667492,0.0259042993306371,-0.937811698014425,-0.00711012151427251,0.713298203648244,-0.00739065642095547,-0.846003217961988,-1.06847033646569,-0.465854822556949
nominal,0.960961090033039,-0.91830512225323,0.000249471088424276,1.30868043660379,-0.00711012151427251,-0.394727948867251,0.0845220902776063,1.74715443058149,0.939182031903143,-0.0754436026357977
nominal,0.955147667000493,-0.754880816835984,0.000249471088424276,-0.488513271090783,0.102414358355007,0.159285127390496,-0.00739065642095547,0.45057560630975,-0.368126487034699,-0.543937066541179
nominal,0.974110196339248,-0.91830512225323,0.000249471088424276,-0.937811698014425,-0.00711012151427251,-1.50275410138275,-0.085516491114733,0.221767578497091,1.07925080178934,0.783461081190735
nominal,0.96267078576916,0.552513626501984,-0.0254053571537885,0.18543436929468,0.0202709984530474,0.897969229067493,-0.00739065642095547,-0.388387162336668,-0.835022386655356,-0.543937066541179
nominal,0.966806030586869,-0.91830512225323,0.000249471088424276,-0.713162484552604,-0.00711012151427251,-0.487063461576876,-0.0809208537798049,0.45057560630975,0.238838182472156,0.00263864134843261
nominal,0.958604119794066,-0.591456511418738,0.0643865416939562,-0.263864057628962,-0.00711012151427251,0.159285127390496,-0.085516491114733,0.29803692110131,-0.321436897072633,-0.465854822556949
nominal,0.973088301204352,-0.91830512225323,0.000249471088424276,1.19635582987287,-0.00711012151427251,-0.025385898028753,0.0431613542632535,1.67088508797727,0.518975722244551,-0.387772578572719
nominal,0.962269471108905,2.7587417496348,0.0130768852095307,-0.0392148441671408,-0.00711012151427251,-2.05676717764049,-0.00739065642095547,-2.60019809785904,2.05973219099272,3.04784615673341
nominal,0.971593741978986,-0.91830512225323,0.000249471088424276,-0.263864057628962,-0.00711012151427251,-1.77976063951162,-0.0165819310908116,0.67938363412241,1.73290506125826,1.09579005712766
nominal,0.973606489155552,-0.836592969544607,0.0259042993306371,-1.05013630474534,-0.00711012151427251,0.0669496146808716,-0.136068501798942,0.0692288932886509,-0.508195256920896,-0.465854822556949
nominal,0.959882774037548,-0.264607900584246,-0.0125779430326821,-0.713162484552604,-0.0344912414815925,0.43629166551937,-0.00739065642095547,-0.235848477128229,-0.741643206731225,-0.465854822556949
nominal,0.956469877134363,-0.428032206001492,0.0515591275728498,0.0731097625637697,-0.0892534814162324,0.343956152809745,-0.00739065642095547,0.45057560630975,-0.274747307110567,-0.465854822556949
nominal,0.975725187942207,-0.182895747875623,0.000249471088424276,-0.713162484552604,-0.00711012151427251,0.528627178228995,-0.00279501908602738,-0.235848477128229,-0.835022386655356,-0.543937066541179
nominal,0.959621801505012,-0.591456511418738,0.0387317134517435,2.5442511106438,0.0202709984530474,0.159285127390496,-0.0947077657845891,2.20477048620681,0.845802851979012,-0.465854822556949
nominal,0.966393264013317,-0.91830512225323,0.0259042993306371,-0.376188664359872,-0.00711012151427251,0.0669496146808716,-0.00739065642095547,0.60311429151819,-0.228057717148501,-0.543937066541179
nominal,0.966182634591075,0.225665015667492,0.000249471088424276,0.297758976025591,0.0750332383876873,0.805633716357868,-0.00739065642095547,-0.0833097919197889,-0.694953616769159,-0.543937066541179
nominal,0.954741008305547,-0.91830512225323,0.000249471088424276,-0.937811698014425,-0.00711012151427251,0.0669496146808716,0.502725087756062,0.145498235892871,-0.46150566695883,-0.465854822556949
nominal,0.970291908116554,-0.182895747875623,0.000249471088424276,0.0731097625637697,-0.00711012151427251,0.528627178228995,0.0523526289331097,0.29803692110131,-0.508195256920896,-0.543937066541179
nominal,0.955187093820543,-0.91830512225323,0.000249471088424276,-0.937811698014425,-0.00711012151427251,0.0669496146808716,0.135074100961815,0.221767578497091,-0.46150566695883,-0.465854822556949
nominal,0.963084893671677,-0.182895747875623,-0.0254053571537885,-0.488513271090783,-0.00711012151427251,0.528627178228995,-0.00739065642095547,-0.159579134524009,-0.741643206731225,-0.543937066541179
nominal,0.975764840984146,0.634225779210607,0.000249471088424276,1.30868043660379,-0.00711012151427251,0.897969229067493,0.0569482662680378,0.29803692110131,-0.414816076996764,-0.465854822556949
nominal,0.968490899452696,-0.264607900584246,0.000249471088424276,-0.0392148441671408,0.0202709984530474,0.43629166551937,-0.0533470297702364,0.221767578497091,-0.46150566695883,-0.465854822556949
nominal,0.959541028594238,-0.509744358710115,0.0643865416939562,0.297758976025591,-0.00711012151427251,0.343956152809745,-0.00739065642095547,0.60311429151819,-0.228057717148501,-0.465854822556949
nominal,0.959593275345324,-0.509744358710115,0.0387317134517435,-0.488513271090783,0.102414358355007,0.343956152809745,-0.00739065642095547,0.145498235892871,-0.554884846882962,-0.543937066541179
nominal,0.968081824042868,0.0622407102502456,0.0387317134517435,1.87030347025834,-0.00711012151427251,0.528627178228995,-0.0809208537798049,1.21326903235195,0.192148592510091,-0.465854822556949
nominal,0.95634309532621,-0.591456511418738,0.0643865416939562,0.0731097625637697,-0.00711012151427251,0.159285127390496,-0.00739065642095547,0.67938363412241,-0.13467853722437,-0.465854822556949
nominal,0.965927329752183,-0.428032206001492,0.000249471088424276,-0.488513271090783,0.0750332383876873,0.343956152809745,-0.034964480430524,-0.007040449315569,-0.554884846882962,-0.465854822556949
nominal,0.962339770347608,-0.509744358710115,-0.0638875995171077,0.297758976025591,-0.00711012151427251,0.343956152809745,-0.00739065642095547,0.67938363412241,-0.228057717148501,-0.543937066541179
nominal,0.972312890288943,-0.836592969544607,-0.0254053571537885,-1.05013630474534,-0.0344912414815925,0.159285127390496,-0.00739065642095547,0.0692288932886509,-0.648264026807093,-0.543937066541179
nominal,0.965591769693615,-0.91830512225323,0.000249471088424276,-0.713162484552604,-0.00711012151427251,-0.025385898028753,-0.122281589794158,0.45057560630975,-0.228057717148501,-0.465854822556949
nominal,0.954727408819139,1.61477161171408,0.000249471088424276,2.88122493083653,-0.171396841318192,1.54431781803487,-0.00739065642095547,0.45057560630975,-0.321436897072633,-0.543937066541179
nominal,0.957784379234241,0.225665015667492,0.000249471088424276,-0.0392148441671408,-0.00711012151427251,0.805633716357868,0.0247788049235411,-0.235848477128229,-0.835022386655356,-0.543937066541179
nominal,0.956778636685484,-0.264607900584246,-0.0638875995171077,0.18543436929468,-0.00711012151427251,0.43629166551937,-0.00739065642095547,0.37430626370553,-0.368126487034699,-0.465854822556949
nominal,0.962427665139701,-0.91830512225323,0.000249471088424276,-0.937811698014425,-0.0618723614489124,-0.856405512415374,-0.00739065642095547,0.221767578497091,0.518975722244551,0.314967617285354
nominal,0.979964934208205,0.0622407102502456,0.000249471088424276,-0.376188664359872,-0.00711012151427251,0.713298203648244,0.00639625558382879,-0.312117819732448,-0.835022386655356,-0.543937066541179
nominal,0.960130163300814,-0.264607900584246,0.000249471088424276,0.297758976025591,-0.00711012151427251,0.528627178228995,0.0018006182489007,0.37430626370553,-0.46150566695883,-0.543937066541179
nominal,0.979976809686625,-0.91830512225323,-0.0125779430326821,-0.937811698014425,-0.0344912414815925,-0.671734486996125,-0.00739065642095547,0.221767578497091,0.238838182472156,0.0807208853326629
nominal,0.954723189711847,2.43189313880031,0.0130768852095307,-0.488513271090783,-0.00711012151427251,-3.44179986828486,1.01284083193308,-2.52392875525482,3.36704070993056,4.14099757251264
nominal,0.970448837201469,-0.836592969544607,0.000249471088424276,0.0731097625637697,-0.00711012151427251,0.159285127390496,0.0018006182489007,0.831922319330849,-0.181368127186436,-0.543937066541179
nominal,0.973814877559201,2.67702959692618,0.000249471088424276,-0.151539450898051,-0.00711012151427251,-2.51844474118862,0.070735178272822,-2.52392875525482,2.52662809061338,3.43825737665457
nominal,0.968474409153407,-0.91830512225323,0.000249471088424276,-1.05013630474534,-0.00711012151427251,-0.487063461576876,0.0018006182489007,0.221767578497091,0.0987694125859591,0.00263864134843261
nominal,0.954923161454716,-0.91830512225323,0.000249471088424276,-1.05013630474534,0.239319958191607,-0.671734486996125,-0.0119862937558836,0.221767578497091,0.192148592510091,0.0807208853326629
nominal,0.98158995660648,-0.591456511418738,0.0130768852095307,-0.937811698014425,-0.00711012151427251,0.159285127390496,-0.00739065642095547,-0.007040449315569,-0.554884846882962,-0.465854822556949
nominal,0.983689605898894,0.225665015667492,0.000249471088424276,-0.263864057628962,-0.00711012151427251,0.713298203648244,-0.0533470297702364,-0.388387162336668,-0.835022386655356,-0.465854822556949
nominal,0.968258085160396,0.552513626501984,-0.0254053571537885,0.297758976025591,-0.00711012151427251,0.897969229067493,-0.0119862937558836,-0.388387162336668,-0.835022386655356,-0.465854822556949
nominal,0.963203916781169,-0.182895747875623,0.0515591275728498,-0.488513271090783,-0.00711012151427251,0.43629166551937,-0.103899040454445,-0.159579134524009,-0.648264026807093,-0.465854822556949
nominal,0.955339320273336,0.225665015667492,0.0643865416939562,0.18543436929468,-0.0344912414815925,0.713298203648244,-0.00739065642095547,-0.0833097919197889,-0.601574436845027,-0.465854822556949
nominal,0.982934974575122,0.634225779210607,0.0130768852095307,-0.263864057628962,-0.00711012151427251,0.990304741777118,0.0201831675886131,-0.769733875357768,-1.16184951638982,-0.543937066541179
nominal,0.970910439810476,-0.509744358710115,-0.0125779430326821,0.0731097625637697,-0.00711012151427251,0.343956152809745,-0.00739065642095547,0.52684494891397,-0.274747307110567,-0.465854822556949
nominal,0.967838659148075,0.389089321084738,0.000249471088424276,-0.263864057628962,-0.00711012151427251,0.897969229067493,0.0201831675886131,-0.540925847545108,-1.06847033646569,-0.543937066541179
nominal,0.954719333438999,-0.264607900584246,0.000249471088424276,-0.713162484552604,-0.198777961285512,0.43629166551937,-0.113090315124301,-0.312117819732448,-0.741643206731225,-0.465854822556949
nominal,0.983806872865768,-0.91830512225323,0.000249471088424276,-0.488513271090783,-0.00711012151427251,0.0669496146808716,-0.085516491114733,0.45057560630975,-0.321436897072633,-0.465854822556949
nominal,0.957168989866267,-0.509744358710115,0.000249471088424276,0.0731097625637697,0.129795478322327,0.343956152809745,-0.00739065642095547,0.52684494891397,-0.274747307110567,-0.543937066541179
nominal,0.965128073132537,-0.591456511418738,0.0259042993306371,0.0731097625637697,-0.00711012151427251,0.159285127390496,-0.14066413913387,0.60311429151819,-0.181368127186436,-0.465854822556949
nominal,0.969557301459392,-0.91830512225323,0.000249471088424276,-0.825487091283514,-0.00711012151427251,-1.13341205054425,0.0753308156077501,0.29803692110131,0.799113262016946,0.471132105253814
nominal,0.954800152737581,-0.91830512225323,0.000249471088424276,-0.600837877821693,-0.00711012151427251,-0.856405512415374,-0.14066413913387,0.45057560630975,0.659044492130748,0.314967617285354
nominal,0.974956838203399,-0.91830512225323,0.000249471088424276,1.08403122314196,-0.00711012151427251,-0.671734486996125,0.00639625558382879,1.51834640276883,1.07925080178934,0.0807208853326629
